1,1,122.36,333.72,133.08999999999997,58.839999999999975,1,1,1.0
1,2,734.3,266.2,71.20000000000005,38.400000000000034,1,1,1.0
1,3,208.67,250.92,94.08000000000001,40.12000000000003,1,1,1.0
2,1,98.44,336.7,136.43,61.02000000000004,1,1,1.0
2,2,720.62,267.2,71.20000000000005,39.94999999999999,1,1,1.0
2,3,209.8,251.02,92.94999999999999,40.17999999999998,1,1,1.0
3,1,73.31,341.13,142.79,61.01999999999998,1,1,1.0
3,2,706.63,269.1,73.47000000000003,40.26999999999998,1,1,1.0
3,3,210.92,251.11,91.83000000000001,40.24000000000001,1,1,1.0
4,1,48.68,344.6,145.22,62.47999999999996,1,1,1.0
4,2,693.59,271.6,75.11000000000001,40.629999999999995,1,1,1.0
4,3,212.05,251.21,90.69999999999999,40.29999999999998,1,1,1.0
5,1,22.57,347.1,146.73000000000002,63.91999999999996,1,1,1.0
5,2,679.27,273.5,75.12,41.27999999999997,1,1,1.0
5,3,213.17,251.31,89.58000000000001,40.35000000000002,1,1,1.0
6,1,0.0,352.03,146.64,63.910000000000025,1,1,1.0
6,2,664.96,274.5,78.33999999999992,42.19,1,1,1.0
6,3,214.3,251.41,88.44999999999999,40.41,1,1,1.0
7,1,0.0,354.5,122.0,67.85000000000002,1,1,1.0
7,2,650.65,277.68,78.34000000000003,42.19,1,1,1.0
7,3,213.38,251.51,89.37,40.47000000000003,1,1,1.0
8,1,0.0,357.0,101.8,70.80000000000001,1,1,1.0
8,2,636.65,279.0,78.95000000000005,43.410000000000025,1,1,1.0
8,3,212.46,251.61,90.28999999999999,40.51999999999998,1,1,1.0
9,1,0.0,361.4,77.2,60.5,1,1,1.0
9,2,621.39,280.0,80.81000000000006,44.0,1,1,1.0
9,3,211.54,251.7,91.21000000000001,40.59000000000003,1,1,1.0
10,1,0.0,364.8,53.1,58.599999999999966,1,1,1.0
10,2,604.53,282.2,83.07000000000005,45.620000000000005,1,1,1.0
10,3,210.62,251.8,92.13,40.639999999999986,1,1,1.0
11,1,0.0,373.7,28.0,55.19999999999999,1,1,1.0
11,2,590.85,283.2,82.75,46.210000000000036,1,1,1.0
11,3,209.7,251.9,93.05000000000001,40.70000000000002,1,1,1.0
12,2,574.31,286.4,84.99000000000001,46.51000000000005,1,1,1.0
12,3,209.7,251.9,93.10000000000002,40.74999999999997,1,1,1.0
13,2,559.0,287.7,86.60000000000002,42.0,1,1,1.0
13,3,209.7,251.9,93.16000000000003,40.79999999999998,1,1,1.0
14,2,543.1,290.25,86.91999999999996,47.05000000000001,1,1,1.0
14,3,209.7,251.9,93.21000000000004,40.849999999999994,1,1,1.0
15,2,527.5,292.79,88.20000000000005,48.00999999999999,1,1,1.0
15,3,209.7,251.9,93.27000000000004,40.900000000000006,1,1,1.0
16,2,509.4,294.7,91.02999999999997,49.900000000000034,1,1,1.0
16,3,209.7,251.9,93.32,40.95000000000002,1,1,1.0
17,2,493.8,298.83,92.64000000000004,48.97000000000003,1,1,1.0
17,3,209.7,251.9,93.38,40.99999999999997,1,1,1.0
18,2,474.1,299.47,94.85000000000002,50.52999999999997,1,1,1.0
18,3,209.7,251.9,93.43,41.04999999999998,1,1,1.0
19,2,458.5,301.69,95.5,52.81,1,1,1.0
19,3,209.7,251.9,93.49000000000001,41.099999999999994,1,1,1.0
20,2,441.3,303.6,94.24999999999994,53.799999999999955,1,1,1.0
20,3,209.7,251.9,93.54000000000002,41.150000000000006,1,1,1.0
21,2,423.2,306.46,99.63000000000005,54.74000000000001,1,1,1.0
21,3,209.7,251.9,93.60000000000002,41.20000000000002,1,1,1.0
22,2,406.0,309.65,101.60000000000002,55.35000000000002,1,1,1.0
22,3,209.55,251.9,93.67000000000002,41.20000000000002,1,1,1.0
23,2,386.9,312.83,104.20000000000005,55.97000000000003,1,1,1.0
23,3,209.4,251.9,93.73999999999998,41.20000000000002,1,1,1.0
24,2,368.5,317.28,104.47000000000003,56.920000000000016,1,1,1.0
24,3,209.25,251.9,93.81,41.20000000000002,1,1,1.0
25,2,349.4,319.51,107.35000000000002,57.59000000000003,1,1,1.0
25,3,209.1,251.9,93.88000000000002,41.20000000000002,1,1,1.0
26,2,328.4,324.5,110.22000000000003,57.39999999999998,1,1,1.0
26,3,208.95,251.9,93.94999999999999,41.20000000000002,1,1,1.0
27,2,308.7,326.41,112.11000000000001,59.98999999999995,1,1,1.0
27,3,208.8,251.9,94.01999999999998,41.20000000000002,1,1,1.0
28,2,287.7,330.86,114.98000000000002,59.339999999999975,1,1,1.0
28,3,208.65,251.9,94.09,41.20000000000002,1,1,1.0
29,2,265.8,334.1,118.43,59.599999999999966,1,1,1.0
29,3,208.5,251.9,94.16000000000003,41.20000000000002,1,1,1.0
30,2,246.4,336.96,118.74999999999997,62.44,1,1,1.0
30,3,208.35,251.9,94.22999999999999,41.20000000000002,1,1,1.0
31,2,223.5,339.51,122.24000000000001,65.29000000000002,1,1,1.0
31,3,208.2,251.9,94.30000000000001,41.20000000000002,1,1,1.0
32,2,200.2,344.28,126.46000000000004,65.62,1,1,1.0
32,3,208.2,251.9,94.30000000000001,41.150000000000006,1,1,1.0
33,2,176.7,348.1,127.69999999999999,66.59999999999997,1,1,1.0
33,3,208.2,251.9,94.30000000000001,41.099999999999994,1,1,1.0
34,2,150.9,351.91,136.64000000000001,66.88999999999999,1,1,1.0
34,3,208.2,251.9,94.30000000000001,41.04999999999998,1,1,1.0
35,2,125.8,356.68,136.61,67.51999999999998,1,1,1.0
35,3,208.2,251.9,94.30000000000001,40.99999999999997,1,1,1.0
36,2,102.9,361.46,139.47,69.74000000000001,1,1,1.0
36,3,208.2,251.9,94.30000000000001,40.95000000000002,1,1,1.0
37,2,73.3,365.59,144.89999999999998,72.01000000000005,1,1,1.0
37,3,208.2,251.9,94.30000000000001,40.900000000000006,1,1,1.0
38,2,46.6,370.04,151.24,72.35999999999996,1,1,1.0
38,3,208.2,251.9,94.30000000000001,40.849999999999994,1,1,1.0
39,2,17.7,375.13,155.33,73.67000000000002,1,1,1.0
39,3,208.2,251.9,94.30000000000001,40.79999999999998,1,1,1.0
40,2,0.0,377.99,149.82,77.20999999999998,1,1,1.0
40,3,208.2,251.9,94.30000000000001,40.74999999999997,1,1,1.0
41,2,0.0,382.13,125.3,79.07,1,1,1.0
41,3,208.2,251.9,94.30000000000001,40.70000000000002,1,1,1.0
42,2,0.0,384.7,99.5,83.80000000000001,1,1,1.0
42,3,208.2,251.98,94.32,40.71000000000001,1,1,1.0
43,2,0.0,387.9,77.6,69.80000000000001,1,1,1.0
43,3,208.2,252.05,94.32999999999998,40.72999999999996,1,1,1.0
44,2,0.0,394.6,47.7,69.09999999999997,1,1,1.0
44,3,208.2,252.13,94.35000000000002,40.74000000000001,1,1,1.0
45,2,0.0,410.8,23.8,57.69999999999999,1,1,1.0
45,3,208.2,252.2,94.36000000000001,40.75999999999999,1,1,1.0
46,3,208.2,252.28,94.38,40.77000000000001,1,1,1.0
47,3,208.2,252.35,94.38999999999999,40.78999999999999,1,1,1.0
48,3,208.2,252.43,94.41000000000003,40.80000000000001,1,1,1.0
49,3,208.2,252.5,94.42000000000002,40.81999999999999,1,1,1.0
50,3,208.2,252.58,94.44,40.83000000000001,1,1,1.0
51,3,208.2,252.65,94.44999999999999,40.849999999999994,1,1,1.0
52,3,208.2,252.73,94.47000000000003,40.859999999999985,1,1,1.0
53,4,946.38,226.42,13.620000000000005,58.21000000000001,1,1,1.0
53,3,208.2,252.8,94.48000000000002,40.879999999999995,1,1,1.0
54,4,937.6,226.42,22.399999999999977,58.880000000000024,1,1,1.0
54,3,208.2,252.88,94.5,40.889999999999986,1,1,1.0
55,4,936.9,226.42,23.100000000000023,59.880000000000024,1,1,1.0
55,3,208.2,252.95,94.50999999999999,40.910000000000025,1,1,1.0
56,4,933.1,226.42,26.899999999999977,60.58000000000001,1,1,1.0
56,3,208.2,253.03,94.53000000000003,40.91999999999999,1,1,1.0
57,4,923.8,226.42,36.200000000000045,64.18000000000004,1,1,1.0
57,3,208.2,253.1,94.54000000000002,40.940000000000026,1,1,1.0
58,4,918.6,225.5,41.39999999999998,66.80000000000001,1,1,1.0
58,3,208.2,253.18,94.56,40.94999999999999,1,1,1.0
59,4,912.2,225.5,47.799999999999955,68.69999999999999,1,1,1.0
59,3,208.2,253.25,94.57,40.97000000000003,1,1,1.0
60,4,907.9,225.5,52.10000000000002,70.39999999999998,1,1,1.0
60,3,208.2,253.33,94.59000000000003,40.97999999999999,1,1,1.0
61,4,902.9,225.3,57.10000000000002,71.30000000000001,1,1,1.0
61,3,208.2,253.4,94.60000000000002,40.99999999999997,1,1,1.0
62,4,897.4,225.3,62.60000000000002,73.19999999999999,1,1,1.0
62,3,208.2,253.4,94.60000000000002,41.20000000000002,1,1,1.0
63,4,891.0,225.3,69.0,73.89999999999998,1,1,1.0
63,3,208.2,253.4,94.60000000000002,41.400000000000006,1,1,1.0
64,4,888.6,225.3,71.39999999999998,74.89999999999998,1,1,1.0
64,3,208.2,253.4,94.60000000000002,41.599999999999994,1,1,1.0
65,4,880.0,225.8,80.0,76.80000000000001,1,1,1.0
65,3,208.2,253.4,94.60000000000002,41.79999999999998,1,1,1.0
66,4,874.1,225.8,85.89999999999998,78.19999999999999,1,1,1.0
66,3,208.2,253.4,94.60000000000002,41.99999999999997,1,1,1.0
