1,1,52.56,58.84,123.44,62.459999999999994,1,1,1.0
1,2,0.0,13.77,18.08,31.419999999999998,1,1,1.0
1,3,313.0,0.0,398.29999999999995,113.6,1,1,1.0
1,4,97.8,0.0,219.77999999999997,63.23,1,1,1.0
2,1,33.5,53.85,124.6,62.449999999999996,1,1,1.0
2,2,0.0,13.77,10.7,30.029999999999998,1,1,1.0
2,3,312.04,0.0,398.31,113.4,1,1,1.0
2,4,97.8,0.0,219.64,63.23,1,1,1.0
3,1,18.5,50.92,115.30000000000001,62.45,1,1,1.0
3,2,0.0,13.77,6.2,27.529999999999998,1,1,1.0
3,3,311.09,0.0,398.3,112.7,1,1,1.0
3,4,97.8,0.0,219.51,63.23,1,1,1.0
4,1,3.25,47.69,111.75,62.46000000000001,1,1,1.0
4,3,310.14,0.0,398.30000000000007,113.53,1,1,1.0
4,4,97.8,0.0,219.37,63.23,1,1,1.0
5,1,0.0,48.28,95.1,60.72,1,1,1.0
5,3,309.18,0.0,398.3,113.6,1,1,1.0
5,4,97.8,0.0,219.24,63.23,1,1,1.0
6,1,0.0,45.93,76.3,54.87,1,1,1.0
6,3,309.03,0.0,398.30000000000007,112.5,1,1,1.0
6,4,97.8,0.0,219.11,63.23,1,1,1.0
7,1,0.0,43.29,58.4,51.910000000000004,1,1,1.0
7,3,308.88,0.0,398.29999999999995,112.6,1,1,1.0
7,4,97.8,0.0,218.96999999999997,63.23,1,1,1.0
8,1,0.0,40.95,41.4,51.89999999999999,1,1,1.0
8,3,308.73,0.0,398.29999999999995,112.9,1,1,1.0
8,4,97.8,0.0,218.83999999999997,63.23,1,1,1.0
9,1,0.0,41.83,27.9,46.67,1,1,1.0
9,3,308.57,0.0,398.3,112.9,1,1,1.0
9,4,97.8,0.0,218.7,63.23,1,1,1.0
10,1,0.0,41.83,14.4,39.67,1,1,1.0
10,5,919.52,189.14,40.48000000000002,84.63,1,1,1.0
10,3,308.42,0.0,398.3,112.8,1,1,1.0
10,4,97.8,0.0,218.57,63.23,1,1,1.0
11,5,865.7,176.8,94.29999999999995,96.96999999999997,1,1,1.0
11,3,307.85,0.0,398.29999999999995,112.0,1,1,1.0
11,4,97.8,0.0,218.43,63.23,1,1,1.0
12,5,823.3,168.0,136.70000000000005,99.60000000000002,1,1,1.0
12,3,307.28,0.0,398.30000000000007,112.5,1,1,1.0
12,4,97.8,0.0,218.3,63.23,1,1,1.0
13,5,780.0,158.3,180.0,109.30000000000001,1,1,1.0
13,3,306.7,0.0,398.31,112.7,1,1,1.0
13,4,97.8,0.0,218.3,63.23,1,1,1.0
14,5,736.7,148.6,223.29999999999995,126.1,1,1,1.0
